"GeneEnsembl","logFC","logCPM","LR","PValue","regulation","absLogFc","geneId","FDR"
"ENSG00000251562",-3.04161998463149,4.44403498099267,114.700894207271,9.15096317828239e-27,"down",3.04161998463149,"MALAT1","5.75e-24"
"ENSG00000135976",-3.48647687652725,6.06232709187716,112.160417675677,3.29538121419572e-26,"down",3.48647687652725,"ANKRD36","2.00e-23"
"ENSG00000023697",1.56897773617388,8.55990610696679,111.240279636275,5.24166412496427e-26,"up",1.56897773617388,"DERA","3.06e-23"
"ENSG00000148303",-1.66874249945519,8.71207640910033,110.260890744428,8.59068635304706e-26,"down",1.66874249945519,"RPL7A","4.84e-23"
"ENSG00000196199",-2.63638034736065,5.32218289759667,107.845941799153,2.90503788364182e-25,"down",2.63638034736065,"MPHOSPH8","1.58e-22"
"ENSG00000198851",-3.47315087841931,5.72572906640872,107.734270028331,3.0734205544862e-25,"down",3.47315087841931,"CD3E","1.62e-22"
"ENSG00000196912",-4.21581130002216,5.08607886947422,107.274549140951,3.87579839611945e-25,"down",4.21581130002216,"ANKRD36B","1.98e-22"
"ENSG00000063177",-1.87081244608964,8.78477167005738,106.453003191184,5.86674389532126e-25,"down",1.87081244608964,"RPL18","2.91e-22"
"ENSG00000132485",-2.3994723965911,5.87646441245618,106.218718231186,6.6029999068597e-25,"down",2.3994723965911,"ZRANB2","3.17e-22"
"ENSG00000142937",-1.82563179859022,8.33293475670173,106.105279305909,6.99201085606962e-25,"down",1.82563179859022,"RPS8","3.27e-22"
"ENSG00000108298",-1.63732840277055,9.59507140727433,105.303761497608,1.04777070916262e-24,"down",1.63732840277055,"RPL19","4.76e-22"
"ENSG00000100316",-1.57638366221139,11.1680659433424,104.539573420016,1.54084999804983e-24,"down",1.57638366221139,"RPL3","6.81e-22"
"ENSG00000163492",-5.97975079269687,3.53019292136374,104.444292094352,1.61675728033633e-24,"down",5.97975079269687,"CCDC141","6.96e-22"
"ENSG00000139193",-3.73971283767518,3.85844186030966,104.327141713433,1.71523230610488e-24,"down",3.73971283767518,"CD27","7.19e-22"
"ENSG00000145649",-3.15723589693887,5.1662807588581,103.513407232958,2.58637947382522e-24,"down",3.15723589693887,"GZMA","1.06e-21"
"ENSG00000132424",-2.68353287882525,6.35198808787091,102.4623895925,4.39635550108506e-24,"down",2.68353287882525,"PNISR","1.75e-21"
"ENSG00000142546",-1.54829618579154,6.719007575094,102.341832269916,4.67221020926566e-24,"down",1.54829618579154,"NOSIP","1.82e-21"
"ENSG00000179144",-2.71041672247774,5.12995682625904,102.145675574854,5.15853146091803e-24,"down",2.71041672247774,"GIMAP7","1.96e-21"
"ENSG00000163519",-4.41358324087482,4.38479406156391,101.600130885994,6.79408041170195e-24,"down",4.41358324087482,"TRAT1","2.52e-21"
"ENSG00000147394",1.58339597667661,10.4291575838488,100.719035992181,1.06001910327964e-23,"up",1.58339597667661,"ZNF185","3.85e-21"
"ENSG00000257923",1.37405204621776,8.17806392380746,100.296240311468,1.31225648467053e-23,"ns",1.37405204621776,"CUX1","4.66e-21"
"ENSG00000149273",-1.55437661511056,10.1989507651752,99.8676736210771,1.62926956752925e-23,"down",1.55437661511056,"RPS3","5.67e-21"
"ENSG00000023734",1.41799382427202,8.29488022210543,98.9433164415906,2.59833455787429e-23,"ns",1.41799382427202,"STRAP","8.67e-21"
"ENSG00000211899",-2.83780262574364,6.5196369087666,97.1624519596549,6.38663719841503e-23,"down",2.83780262574364,"IGHM","2.05e-20"
"ENSG00000197958",-1.60714018944013,9.24172162269095,96.8033186235046,7.65676612947675e-23,"down",1.60714018944013,"RPL12","2.41e-20"
"ENSG00000100941",-2.29600194202775,5.8147215389512,96.7330200513803,7.93350626494231e-23,"down",2.29600194202775,"PNN","2.45e-20"
"ENSG00000171863",-1.67600034316063,8.27241875158034,96.2518911435402,1.01158495438586e-22,"down",1.67600034316063,"RPS7","3.06e-20"
"ENSG00000140988",-1.66485496104562,8.13455708292969,95.8515353776708,1.23829943846354e-22,"down",1.66485496104562,"RPS2","3.63e-20"
"ENSG00000105193",-1.7465809753317,7.8871151756786,95.8410485537869,1.24487615365141e-22,"down",1.7465809753317,"RPS16","3.63e-20"
"ENSG00000067225",1.39254191541099,12.4326334318987,95.6801523621284,1.35027401762458e-22,"ns",1.39254191541099,"PKM","3.87e-20"
"ENSG00000112078",1.52525491662532,8.08011726743123,95.1099342597829,1.8010065797569e-22,"up",1.52525491662532,"KCTD20","5.08e-20"
"ENSG00000110013",1.78103807312406,7.23689876779845,95.0123154428715,1.89204509762579e-22,"up",1.78103807312406,"SIAE","5.24e-20"
"ENSG00000112306",-1.61272342960662,9.37506717981462,94.617802925957,2.30932036079213e-22,"down",1.61272342960662,"RPS12","6.29e-20"
"ENSG00000008988",-1.24315422989963,9.04916530338129,93.7092106674246,3.65456311689002e-22,"ns",1.24315422989963,"RPS20","9.79e-20"
"ENSG00000138326",-1.98216903445601,8.20337923929132,92.1575194738331,8.00446927696463e-22,"down",1.98216903445601,"RPS24","2.08e-19"
"ENSG00000159140",-1.77276721939539,6.81367058122886,92.0454167230636,8.47099057862087e-22,"down",1.77276721939539,"SON","2.16e-19"
"ENSG00000172159",1.36515639106825,7.65791537935914,91.764769621386,9.76169726645112e-22,"ns",1.36515639106825,"FRMD3","2.45e-19"
"ENSG00000173083",2.33362276386438,6.28836727133858,91.004940611244,1.43313829395726e-21,"up",2.33362276386438,"HPSE","3.55e-19"
"ENSG00000110700",-1.69087409492495,8.95380348068364,90.7421682096851,1.63667781888958e-21,"down",1.69087409492495,"RPS13","3.99e-19"
"ENSG00000198034",-1.52218507722505,8.98281708324328,90.5885466040894,1.76881304638584e-21,"down",1.52218507722505,"RPS4X","4.23e-19"
"ENSG00000142765",-4.70335377861153,3.06968460231859,90.5701543858809,1.78533171698854e-21,"down",4.70335377861153,"SYTL1","4.23e-19"
"ENSG00000105373",-3.07578376053489,4.77249004121582,90.2841286170697,2.06300871231151e-21,"down",3.07578376053489,"NOP53","4.82e-19"
"ENSG00000165949",2.77526129714729,4.29370485517561,89.8782919135319,2.53270774330854e-21,"up",2.77526129714729,"IFI27","5.83e-19"
"ENSG00000103316",2.47233068322179,5.75593377615136,89.6383383407829,2.85929241897961e-21,"up",2.47233068322179,"CRYM","6.49e-19"
"ENSG00000140386",-3.17105726214599,5.13910241780885,89.202430363236,3.56410829191884e-21,"down",3.17105726214599,"SCAPER","7.98e-19"
"ENSG00000114391",-1.74450751188827,8.25852173687097,88.9880773541097,3.97199203186541e-21,"down",1.74450751188827,"RPL24","8.77e-19"
"ENSG00000188846",-1.60582743364429,8.95548317829747,88.6895862776573,4.61890371582279e-21,"down",1.60582743364429,"RPL14","1.01e-18"
"ENSG00000145241",-2.51987911996505,5.18355562102466,88.2164135251619,5.86710404337984e-21,"down",2.51987911996505,"CENPC","1.25e-18"
"ENSG00000122026",-1.38665907816235,10.8061282585306,87.7547622690224,7.40943170153996e-21,"ns",1.38665907816235,"RPL21","1.55e-18"
"ENSG00000129353",1.38798412106646,10.1624631978223,87.3604699510915,9.04401129112579e-21,"ns",1.38798412106646,"SLC44A2","1.87e-18"
"ENSG00000156738",-2.94681941428949,6.02062973978268,85.588379117427,2.21573783590716e-20,"down",2.94681941428949,"MS4A1","4.53e-18"
"ENSG00000109475",-1.7709545135109,9.81307854930584,85.4022246610071,2.43446561703789e-20,"down",1.7709545135109,"RPL34","4.91e-18"
"ENSG00000029534",1.7002427904704,6.88632088674706,84.832347754567,3.24767363807229e-20,"up",1.7002427904704,"ANK1","6.47e-18"
"ENSG00000005961",1.54546180253968,12.0540529128511,84.444726227325,3.95107780439609e-20,"up",1.54546180253968,"ITGA2B","7.69e-18"
"ENSG00000147168",-2.65194515723204,7.91428644095019,83.801969905334,5.46902878109965e-20,"down",2.65194515723204,"IL2RG","1.05e-17"
"ENSG00000147065",1.12947855154696,10.4384028545282,83.2403988989214,7.26575592685701e-20,"ns",1.12947855154696,"MSN","1.34e-17"
"ENSG00000143226",1.87077333805066,6.52205093549211,83.2264522084162,7.31719871897646e-20,"up",1.87077333805066,"FCGR2A","1.34e-17"
"ENSG00000108669",-3.02293590689993,4.48959305675203,83.0821023262544,7.8715166007994e-20,"down",3.02293590689993,"CYTH1","1.43e-17"
"ENSG00000120594",1.36958939330473,7.68689925335657,82.5701607242122,1.01985090508501e-19,"ns",1.36958939330473,"PLXDC2","1.81e-17"
"ENSG00000160654",-4.32051399335794,4.58499232517024,82.2509789158137,1.19858238208887e-19,"down",4.32051399335794,"CD3G","2.11e-17"
"ENSG00000155657",-5.02574638052386,5.95901549951325,81.9792914992114,1.37520043333248e-19,"down",5.02574638052386,"TTN","2.32e-17"
"ENSG00000101082",1.56739019262143,8.37774522420048,81.816821151431,1.49302416856523e-19,"up",1.56739019262143,"SLA2","2.47e-17"
"ENSG00000009790",-2.04577597835154,7.0159833267716,81.5097505436032,1.74399011772557e-19,"down",2.04577597835154,"TRAF3IP3","2.85e-17"
"ENSG00000147403",-1.20499805672266,10.2851517572758,81.087768236104,2.15912238525591e-19,"ns",1.20499805672266,"RPL10","3.49e-17"
"ENSG00000071082",-1.66498609560075,9.59833476569966,80.8200537514736,2.47236218791082e-19,"down",1.66498609560075,"RPL31","3.96e-17"
"ENSG00000144713",-1.67201564839805,8.94557622672445,80.353683232103,3.13047633620843e-19,"down",1.67201564839805,"RPL32","4.97e-17"
"ENSG00000105369",-3.3315297864928,4.58962545680233,80.1566970000739,3.45864435429283e-19,"down",3.3315297864928,"CD79A","5.44e-17"
"ENSG00000104765",1.05986925819869,9.22264401128796,80.1184483868017,3.52624668163339e-19,"ns",1.05986925819869,"BNIP3L","5.49e-17"
"ENSG00000071127",1.27226840846952,10.4408881974039,80.0431347879649,3.66324733998251e-19,"ns",1.27226840846952,"WDR1","5.64e-17"
"ENSG00000171858",-2.19594942942893,8.22768690372551,80.0274974550591,3.69235350420746e-19,"down",2.19594942942893,"RPS21","5.64e-17"
"ENSG00000162909",1.0946771969893,8.10654789068838,79.92991423068,3.87928690648725e-19,"ns",1.0946771969893,"CAPN2","5.87e-17"
"ENSG00000102172",1.19714024325872,7.58395571688563,79.908430366597,3.9216972070942e-19,"ns",1.19714024325872,"SMS","5.88e-17"
"ENSG00000104324",1.49317871847056,6.33832770575789,79.7362168856289,4.27885100278535e-19,"ns",1.49317871847056,"CPQ","6.36e-17"
"ENSG00000147604",-1.3954423632306,10.6190449508908,79.2295369477277,5.52971496438737e-19,"ns",1.3954423632306,"RPL7","8.01e-17"
"ENSG00000111796",-2.12606972072528,5.8050583427008,78.9695943144465,6.30732454828255e-19,"down",2.12606972072528,"KLRB1","9.04e-17"
"ENSG00000197746",1.37352582803726,11.0716244199106,78.4803606128054,8.07975323043245e-19,"ns",1.37352582803726,"PSAP","1.15e-16"
"ENSG00000105220",1.32425562504755,8.01853767929191,77.9975682176627,1.03167486024965e-18,"ns",1.32425562504755,"GPI","1.44e-16"
"ENSG00000108107",-1.68461039200137,8.18218910041732,77.9583108205634,1.05238382656701e-18,"down",1.68461039200137,"RPL28","1.45e-16"
"ENSG00000198755",-1.67761965285435,7.51993896175667,77.6880012447346,1.20672173748812e-18,"down",1.67761965285435,"RPL10A","1.64e-16"
"ENSG00000100650",-1.66886956188614,6.39241468808745,77.2711148478059,1.49029715477279e-18,"down",1.66886956188614,"SRSF5","2.00e-16"
"ENSG00000127527",1.4508029652758,7.02104071539544,76.9675420073115,1.73790808597153e-18,"ns",1.4508029652758,"EPS15L1","2.31e-16"
"ENSG00000083845",-1.44953582573669,7.7687560043928,76.7591436752482,1.93132012693756e-18,"ns",1.44953582573669,"RPS5","2.55e-16"
"ENSG00000158985",1.2004753265572,7.91748427491971,75.5871008491957,3.49638202557894e-18,"ns",1.2004753265572,"CDC42SE2","4.57e-16"
"ENSG00000089157",-1.33560316641995,9.17211821954312,75.4940292705441,3.66513521658086e-18,"ns",1.33560316641995,"RPLP0","4.76e-16"
"ENSG00000164587",-1.5696155534821,10.3027288180167,75.4609725145981,3.72701311363731e-18,"down",1.5696155534821,"RPS14","4.77e-16"
"ENSG00000198898",1.18465754498293,10.6540667025631,75.4550867227638,3.73813963625943e-18,"ns",1.18465754498293,"CAPZA2","4.77e-16"
"ENSG00000108846",1.55054047821533,9.48394684461904,75.031360807497,4.63296212916098e-18,"up",1.55054047821533,"ABCC3","5.83e-16"
"ENSG00000134419",-1.3125041509219,7.25782785817801,74.8796819292743,5.0029228410457e-18,"ns",1.3125041509219,"RPS15A","6.24e-16"
"ENSG00000234741",-1.72165754894606,6.91423285726147,74.4856983429217,6.10791517800026e-18,"down",1.72165754894606,"GAS5","7.56e-16"
"ENSG00000174175",1.52506619890813,9.9647995107766,74.4538986452366,6.20709798391777e-18,"up",1.52506619890813,"SELP","7.63e-16"
"ENSG00000166340",1.3825008166039,9.10807559707511,74.4277239022369,6.28994432743956e-18,"ns",1.3825008166039,"TPP1","7.63e-16"
"ENSG00000161016",-1.31487558827472,8.14648659916365,74.4239005141593,6.3021380679101e-18,"ns",1.31487558827472,"RPL8","7.63e-16"
"ENSG00000043093",1.18363557454691,5.94732950979046,74.088648924728,7.4686561022347e-18,"ns",1.18363557454691,"DCUN1D1","8.98e-16"
"ENSG00000231500",-1.51979481635805,10.4238854468099,73.9009260864574,8.21377652684876e-18,"down",1.51979481635805,"RPS18","9.73e-16"
"ENSG00000168374",1.06152546661128,7.86569989188136,73.8742039890606,8.32572479054038e-18,"ns",1.06152546661128,"ARF4","9.79e-16"
"ENSG00000069493",-2.88632000299191,4.74668197528546,73.3568531786339,1.0820579419585e-17,"down",2.88632000299191,"CLEC2D","1.25e-15"
"ENSG00000114942",-1.34319835851337,7.97280361653911,73.2591889652777,1.13694622040776e-17,"ns",1.34319835851337,"EEF1B2","1.31e-15"
"ENSG00000111540",1.66796008957471,5.52314435116369,73.1691619097781,1.19000619238782e-17,"up",1.66796008957471,"RAB5B","1.36e-15"
"ENSG00000119707",-2.21845095020537,6.18713677671774,72.6065159989504,1.58255694292385e-17,"down",2.21845095020537,"RBM25","1.78e-15"
"ENSG00000163479",-1.71955710776851,6.00771936297753,72.4209870431654,1.73855191267994e-17,"down",1.71955710776851,"SSR2","1.95e-15"
"ENSG00000115268",-1.47731756711538,7.89935695337939,72.3926986009134,1.76365267264546e-17,"ns",1.47731756711538,"RPS15","1.96e-15"
"ENSG00000078618",1.31054170848741,9.66873784470459,72.1020130164473,2.04355183210178e-17,"ns",1.31054170848741,"NRDC","2.26e-15"
"ENSG00000135821",1.25408929107716,8.98256992341908,71.9843969387519,2.16905694207793e-17,"ns",1.25408929107716,"GLUL","2.38e-15"
"ENSG00000204628",-1.15756463532254,9.6939800355441,71.8230888737696,2.3538186895668e-17,"ns",1.15756463532254,"RACK1","2.57e-15"
"ENSG00000104529",-1.34965784190497,7.81074544623064,71.1332489663292,3.33895558649275e-17,"ns",1.34965784190497,"EEF1D","3.59e-15"
"ENSG00000152495",-4.71534698168449,3.28072494769741,70.9668676797722,3.6327455912764e-17,"down",4.71534698168449,"CAMK4","3.88e-15"
"ENSG00000124491",1.65022347216915,13.9228832266381,70.6503988498753,4.26481475159783e-17,"up",1.65022347216915,"F13A1","4.53e-15"
"ENSG00000156931",1.97620667488792,7.72327578084422,70.6316601455032,4.30551697152672e-17,"up",1.97620667488792,"VPS8","4.54e-15"
"ENSG00000110880",1.50015030876227,9.5751602407619,70.2769408870015,5.15366113555121e-17,"up",1.50015030876227,"CORO1C","5.40e-15"
"ENSG00000006576",1.43130889150464,6.33581161020633,70.1634727397728,5.4587938318512e-17,"ns",1.43130889150464,"PHTF2","5.68e-15"
"ENSG00000100201",-1.90084125491341,5.48510227643858,70.131942533492,5.54674742621403e-17,"down",1.90084125491341,"DDX17","5.74e-15"
"ENSG00000245164",-2.65960598578409,3.39229516651779,70.1011987209507,5.63387226742704e-17,"down",2.65960598578409,"LINC00861","5.79e-15"
"ENSG00000177731",1.2450064599293,7.61991101237504,69.7562591743114,6.71045778997499e-17,"ns",1.2450064599293,"FLII","6.86e-15"
"ENSG00000079950",1.00062419356831,8.13620589365329,69.6165406541977,7.20303175410609e-17,"ns",1.00062419356831,"STX7","7.31e-15"
"ENSG00000100994",1.76722589740531,8.57962071628103,69.5019527202884,7.63388975545869e-17,"up",1.76722589740531,"PYGB","7.66e-15"
"ENSG00000116251",-2.11210122495484,5.6806616915112,69.0973287494627,9.37222135277021e-17,"down",2.11210122495484,"RPL22","9.34e-15"
"ENSG00000035928",-1.55221711600982,5.16988033802446,68.9764154368453,9.96479922252645e-17,"down",1.55221711600982,"RFC1","9.87e-15"
"ENSG00000143162",1.39578841319254,5.42980094667617,68.9628348289668,1.00336545256929e-16,"ns",1.39578841319254,"CREG1","9.88e-15"
"ENSG00000116824",-2.91658522836083,4.70562632402912,68.6477605285273,1.17718310896808e-16,"down",2.91658522836083,"CD2","1.15e-14"
"ENSG00000054654",-3.27364703990086,6.54808371980182,68.610913498355,1.19938514475086e-16,"down",3.27364703990086,"SYNE2","1.16e-14"
"ENSG00000105355",1.19084604256548,6.19496152141235,68.6067817630632,1.20190068114402e-16,"ns",1.19084604256548,"PLIN3","1.16e-14"
"ENSG00000054267",-1.2091756173881,6.76402170440252,68.6041325345873,1.20351639499351e-16,"ns",1.2091756173881,"ARID4B","1.16e-14"
"ENSG00000137818",-1.05823456931179,9.90274733738211,68.4448592396845,1.30475428028472e-16,"ns",1.05823456931179,"RPLP1","1.25e-14"
"ENSG00000119280",1.55481865233872,4.81317064320317,68.2315915011961,1.45377895583711e-16,"up",1.55481865233872,"C1orf198","1.38e-14"
"ENSG00000115053",-1.54619870771388,6.41400965128365,67.9941248389918,1.63983409264882e-16,"down",1.54619870771388,"NCL","1.54e-14"
"ENSG00000130726",-2.39766781476716,4.18887986063756,67.6131299896895,1.98938332362508e-16,"down",2.39766781476716,"TRIM28","1.85e-14"
"ENSG00000072818",-2.44073747640669,5.28573251625959,67.6086836855664,1.9938746960073e-16,"down",2.44073747640669,"ACAP1","1.85e-14"
"ENSG00000116560",-2.36384419383388,5.37894490917959,67.4021652990325,2.21405656003221e-16,"down",2.36384419383388,"SFPQ","2.04e-14"
"ENSG00000007392",-2.90726510588318,4.1244810608012,66.962884023202,2.76667311686447e-16,"down",2.90726510588318,"LUC7L","2.53e-14"
"ENSG00000152795",-1.7117237785513,6.85824969238586,66.8901133639126,2.87071003369424e-16,"down",1.7117237785513,"HNRNPDL","2.61e-14"
"ENSG00000170323",3.11859727067578,4.01818849070583,66.6252073063767,3.28360233813959e-16,"up",3.11859727067578,"FABP4","2.95e-14"
"ENSG00000177455",-4.13595238544297,3.28278340311048,66.6093383671298,3.31014281467888e-16,"down",4.13595238544297,"CD19","2.96e-14"
"ENSG00000023445",-2.56712399314824,4.05782856977395,66.5643563861505,3.38654638612565e-16,"down",2.56712399314824,"BIRC3","3.01e-14"
"ENSG00000247774",-1.94415156307244,5.47104948362622,66.3724253051938,3.73287779002913e-16,"down",1.94415156307244,"PCED1B-AS1","3.28e-14"
"ENSG00000131469",-1.57460416940337,8.64577329339648,66.342918785081,3.78917685057537e-16,"down",1.57460416940337,"RPL27","3.31e-14"
"ENSG00000198168",1.17790109745373,9.08777623344295,66.234917766839,4.00258752340755e-16,"ns",1.17790109745373,"SVIP","3.48e-14"
"ENSG00000162368",1.2178834435759,8.35879660609172,65.9668613069138,4.58568608863218e-16,"ns",1.2178834435759,"CMPK1","3.97e-14"
"ENSG00000113328",1.39337541431516,8.52698291591955,65.9236590081062,4.68731155173069e-16,"ns",1.39337541431516,"CCNG1","4.03e-14"
"ENSG00000197756",-1.73750070904151,8.29008935918893,65.8747258307826,4.80514179911291e-16,"down",1.73750070904151,"RPL37A","4.11e-14"
"ENSG00000141524",-3.84757944031092,3.70356868983572,65.8366788538698,4.89880224377017e-16,"down",3.84757944031092,"TMC6","4.17e-14"
"ENSG00000198242",-1.72321243637551,8.32299855040045,65.8180667745355,4.94528275859017e-16,"down",1.72321243637551,"RPL23A","4.19e-14"
"ENSG00000153071",1.11833738073358,10.4576706494308,65.7894650347272,5.01757217994717e-16,"ns",1.11833738073358,"DAB2","4.23e-14"
"ENSG00000095303",1.23779668197978,10.8994052875331,65.610842707198,5.49356926891708e-16,"ns",1.23779668197978,"PTGS1","4.56e-14"
"ENSG00000170271",1.18725518627475,8.88719095880575,65.5202161093609,5.75208826342492e-16,"ns",1.18725518627475,"FAXDC2","4.75e-14"
"ENSG00000116001",1.30547333766144,6.8996563157151,65.4719827714287,5.8946041346303e-16,"ns",1.30547333766144,"TIA1","4.84e-14"
"ENSG00000104763",1.26499451471921,10.9375293197112,65.1661518463691,6.88418782073882e-16,"ns",1.26499451471921,"ASAH1","5.63e-14"
"ENSG00000107890",-4.12072522990356,3.50839960717943,65.0906353674845,7.15311967351869e-16,"down",4.12072522990356,"ANKRD26","5.82e-14"
"ENSG00000100813",-2.69767980826859,4.41693679432263,65.051966965157,7.29487030834199e-16,"down",2.69767980826859,"ACIN1","5.90e-14"
"ENSG00000150093",1.29916283811417,10.6582993752128,64.8449187755656,8.10307614886774e-16,"ns",1.29916283811417,"ITGB1","6.51e-14"
"ENSG00000150045",-2.51972973100001,5.00072505216071,64.8406084214354,8.12082070481601e-16,"down",2.51972973100001,"KLRF1","6.51e-14"
"ENSG00000154814",-2.829649883981,4.16241296764785,64.4553096776692,9.87468886452935e-16,"down",2.829649883981,"OXNAD1","7.84e-14"
"ENSG00000166441",-1.32790172920521,9.14266650793113,64.1520758935288,1.15176578079001e-15,"ns",1.32790172920521,"RPL27A","9.10e-14"
"ENSG00000100614",1.18231654115063,6.01597321373064,64.0889960037614,1.1892392176e-15,"ns",1.18231654115063,"PPM1A","9.35e-14"
"ENSG00000213741",-1.6217582859284,9.0632321183729,63.9414547582113,1.28172051712355e-15,"down",1.6217582859284,"RPS29","1.00e-13"
"ENSG00000169908",2.55432628727881,3.68248813366768,63.59927358627,1.52485393352084e-15,"up",2.55432628727881,"TM4SF1","1.19e-13"
"ENSG00000047410",-1.78908806133157,6.68483435278911,63.5550335935457,1.55948614478516e-15,"down",1.78908806133157,"TPR","1.21e-13"
"ENSG00000196329",-2.54840567704684,3.75745977450413,63.3489071047595,1.73151425417972e-15,"down",2.54840567704684,"GIMAP5","1.33e-13"
"ENSG00000173210",1.33889762331365,8.08958108100005,63.0767261766861,1.98809401799068e-15,"ns",1.33889762331365,"ABLIM3","1.52e-13"
"ENSG00000004534",-2.85646190830659,6.31659494141001,62.6532685290058,2.46495542902419e-15,"down",2.85646190830659,"RBM6","1.87e-13"
"ENSG00000105202",-2.39818346667912,4.63656264947545,62.3331970649005,2.89995215071242e-15,"down",2.39818346667912,"FBL","2.19e-13"
"ENSG00000136942",-1.60209046856798,7.92341462573477,62.3228339268605,2.91525257950985e-15,"down",1.60209046856798,"RPL35","2.20e-13"
"ENSG00000105640",-1.34236961998664,9.4353560652551,62.2538828569068,3.01913084264381e-15,"ns",1.34236961998664,"RPL18A","2.25e-13"
"ENSG00000122986",-2.58709971747362,4.36485971165956,62.0136343721859,3.41087483771649e-15,"down",2.58709971747362,"HVCN1","2.52e-13"
"ENSG00000104660",-1.50682409346418,4.54882880454482,62.0104890026598,3.41632733679093e-15,"down",1.50682409346418,"LEPROTL1","2.52e-13"
"ENSG00000109920",-2.62425348653008,4.6677930067014,61.9654979911002,3.49528053628472e-15,"down",2.62425348653008,"FNBP4","2.56e-13"
"ENSG00000131389",1.41951769267228,5.28570848926598,61.9404920464411,3.53994922088283e-15,"ns",1.41951769267228,"SLC6A6","2.57e-13"
"ENSG00000125691",-1.56206192380055,8.93007070761132,61.6947119881172,4.01055928435697e-15,"down",1.56206192380055,"RPL23","2.90e-13"
"ENSG00000170889",-1.53813047066425,7.39711035624409,61.1812047606391,5.20561204145735e-15,"down",1.53813047066425,"RPS9","3.72e-13"
"ENSG00000130255",-1.78596292595612,8.37634778820738,61.0763445743105,5.49038876788057e-15,"down",1.78596292595612,"RPL36","3.90e-13"
"ENSG00000145592",-1.73996313414916,8.4583362671761,60.8037960084058,6.30562159095346e-15,"down",1.73996313414916,"RPL37","4.46e-13"
"ENSG00000146414",-2.8210655149236,3.94669538241079,60.6682592531907,6.75505881305095e-15,"down",2.8210655149236,"SHPRH","4.76e-13"
"ENSG00000135486",-1.10304333614788,8.65540906316492,60.3514446018869,7.93463020693581e-15,"ns",1.10304333614788,"HNRNPA1","5.57e-13"
"ENSG00000068903",1.12305596267475,7.59813802572965,60.2394983767842,8.39897493034511e-15,"ns",1.12305596267475,"SIRT2","5.87e-13"
"ENSG00000028839",1.20051391708011,7.7471342311107,60.0190930184625,9.39416429823984e-15,"ns",1.20051391708011,"TBPL1","6.52e-13"
"ENSG00000102893",1.35269494407742,8.98635174514426,60.0150011839156,9.41371465598652e-15,"ns",1.35269494407742,"PHKB","6.52e-13"
"ENSG00000154874",-3.60147745222477,3.12717446132993,59.8703438177394,1.01316651833457e-14,"down",3.60147745222477,"CCDC144B","6.99e-13"
"ENSG00000105372",-1.25044026644707,10.4008297589275,59.8585438824673,1.01925917987769e-14,"ns",1.25044026644707,"RPS19","7.00e-13"
"ENSG00000172809",-1.66888710144602,7.98479096677847,59.4059130508004,1.28283045294823e-14,"down",1.66888710144602,"RPL38","8.67e-13"
"ENSG00000139626",-3.74610099865417,3.95622167965317,59.112966512618,1.48874992087783e-14,"down",3.74610099865417,"ITGB7","1.00e-12"
"ENSG00000184500",1.45918838135113,8.3159275463264,59.0893089505743,1.50675668838024e-14,"ns",1.45918838135113,"PROS1","1.01e-12"
"ENSG00000133393",1.00623533993568,6.14681051226466,59.0515079801405,1.53598195599269e-14,"ns",1.00623533993568,"CEP20","1.02e-12"
"ENSG00000174903",1.35214907566488,6.06889774157415,58.9681919911313,1.60241475409373e-14,"ns",1.35214907566488,"RAB1B","1.06e-12"
"ENSG00000134285",-3.21397447055449,3.10230381773071,58.6573417190303,1.87666545253892e-14,"down",3.21397447055449,"FKBP11","1.23e-12"
"ENSG00000038219",-2.09753023421467,5.62974112955462,58.5350339920699,1.99703005810689e-14,"down",2.09753023421467,"BOD1L1","1.31e-12"
"ENSG00000152229",1.09773239561493,9.08249574088405,58.4922844163258,2.04089748379599e-14,"ns",1.09773239561493,"PSTPIP2","1.33e-12"
"ENSG00000127831",1.43175124864367,8.0103787641266,58.2370250270412,2.32364459244839e-14,"ns",1.43175124864367,"VIL1","1.51e-12"
"ENSG00000012822",1.2850755756311,7.5910121207591,58.2047404504052,2.36209195893173e-14,"ns",1.2850755756311,"CALCOCO1","1.53e-12"
"ENSG00000163110",1.15164303297165,6.51012061172422,58.1348915992742,2.4474664801538e-14,"ns",1.15164303297165,"PDLIM5","1.58e-12"
"ENSG00000196126",-2.31514482001413,6.78218074993047,58.0990817055557,2.49242626826346e-14,"down",2.31514482001413,"HLA-DRB1","1.59e-12"
"ENSG00000162191",-1.19216164815095,6.85808951318184,58.0124242506548,2.60467513272717e-14,"ns",1.19216164815095,"UBXN1","1.66e-12"
"ENSG00000118181",-1.45585031290802,8.65297141151924,57.9122266685168,2.74078273362012e-14,"ns",1.45585031290802,"RPS25","1.74e-12"
"ENSG00000110321",1.46855556861595,11.7970264505527,57.7642811170517,2.95486942109775e-14,"ns",1.46855556861595,"EIF4G2","1.86e-12"
"ENSG00000148175",1.3284759339486,9.24281113153875,57.5592240198279,3.27954337347125e-14,"ns",1.3284759339486,"STOM","2.04e-12"
"ENSG00000171552",1.15332202820958,6.81983793934386,57.3824747331322,3.58790044701848e-14,"ns",1.15332202820958,"BCL2L1","2.20e-12"
"ENSG00000129351",-1.99263361574702,4.8887371490714,57.3483177483224,3.65075439193692e-14,"down",1.99263361574702,"ILF3","2.23e-12"
